;Unnamed: 0.1;Unnamed: 0;Tweets;langkah01;token;token_akhir;langkah02;finalText_str;teksprocessed
49;49;49;@bilawalpandhu Hai, Kak Pandhu. Maaf ya. Kami infoin, sejak 30 Mei 20 22 beberapa paket sudah tidak include berlangâ€¦ https://t.co/2Mdnov9kwn;bilawalpandhu hai kak pandhu maaf ya kami infoin sejak   mei     beberapa paket sudah tidak include berlang comdnovkwn;['bilawalpandhu', 'hai', 'kak', 'pandhu', 'maaf', 'ya', 'kami', 'infoin', 'sejak', 'mei', 'beberapa', 'paket', 'sudah', 'tidak', 'include', 'berlang', 'comdnovkwn'];['bilawalpandhu', 'hai', 'kak', 'pandhu', 'maaf', 'ya', 'kami', 'infoin', 'sejak', 'mei', 'beberapa', 'paket', 'sudah', 'tidak', 'include', 'berlang', 'comdnovkwn'];bilawalpandhu hai kak pandhu maaf ya kami infoin sejak mei beberapa paket sudah tidak include berlang comdnovkwn;bilawalpandhu hai kak pandhu maaf ya kami infoin sejak mei beberapa paket sudah tidak include berlang comdnovkwn;bilawalpandhu hai pandhu maaf kami infoin sejak mei beberapa paket tidak include lang comdnovkwn
50;50;50;@sandiblogging Baik, Kak Sandi. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasihðŸ˜Š-Dofi;sandiblogging baik kak sandi mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['sandiblogging', 'baik', 'kak', 'sandi', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['sandiblogging', 'baik', 'kak', 'sandi', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];sandiblogging baik kak sandi mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;sandiblogging baik kak sandi mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;sandiblogging baik sandi mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
51;51;51;@lestyasaridevi Baik, Kak Lestyasari. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasihðŸ˜Š-Dofi;lestyasaridevi baik kak lestyasari mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['lestyasaridevi', 'baik', 'kak', 'lestyasari', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['lestyasaridevi', 'baik', 'kak', 'lestyasari', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];lestyasaridevi baik kak lestyasari mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;lestyasaridevi baik kak lestyasari mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;lestyasaridevi baik lestyasari mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
52;52;52;@joshuahendii Baik, Kak Joshua. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasihðŸ˜Š-Dofi;joshuahendii baik kak joshua mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['joshuahendii', 'baik', 'kak', 'joshua', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['joshuahendii', 'baik', 'kak', 'joshua', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];joshuahendii baik kak joshua mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;joshuahendii baik kak joshua mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;joshuahendii baik joshua mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
53;53;53;@joshuahendii Hai, Kak Joshua. Maaf ya belum bisa nikmatin paket Disney+ Hotstar. Jangan khawatir, pasti akan dibanâ€¦ https://t.co/7PIjHNoVou;joshuahendii hai kak joshua maaf ya belum bisa nikmatin paket disney hotstar jangan khawatir pasti akan diban copijhnovou;['joshuahendii', 'hai', 'kak', 'joshua', 'maaf', 'ya', 'belum', 'bisa', 'nikmatin', 'paket', 'disney', 'hotstar', 'jangan', 'khawatir', 'pasti', 'akan', 'diban', 'copijhnovou'];['joshuahendii', 'hai', 'kak', 'joshua', 'maaf', 'ya', 'belum', 'bisa', 'nikmatin', 'paket', 'disney', 'hotstar', 'jangan', 'khawatir', 'pasti', 'akan', 'diban', 'copijhnovou'];joshuahendii hai kak joshua maaf ya belum bisa nikmatin paket disney hotstar jangan khawatir pasti akan diban copijhnovou;joshuahendii hai kak joshua maaf ya belum bisa nikmatin paket disney hotstar jangan khawatir pasti akan diban copijhnovou;joshuahendii hai joshua maaf belum nikmatin paket disney hotstar jangan khawatir akan ban copijhnovou
54;54;54;@AiEmalia Duhh udah nungguin ya, Kak AiðŸ˜¢ Arel cek DM Kakak sudah masuk dalam antrian. Mohon untuk menunggu interaksâ€¦ https://t.co/joCiebNbuP;aiemalia duhh udah nungguin ya kak ai arel cek dm kakak sudah masuk dalam antrian mohon untuk menunggu interaks cojociebnbup;['aiemalia', 'duhh', 'udah', 'nungguin', 'ya', 'kak', 'ai', 'arel', 'cek', 'dm', 'kakak', 'sudah', 'masuk', 'dalam', 'antrian', 'mohon', 'untuk', 'menunggu', 'interaks', 'cojociebnbup'];['aiemalia', 'duhh', 'udah', 'nungguin', 'ya', 'kak', 'ai', 'arel', 'cek', 'dm', 'kakak', 'sudah', 'masuk', 'dalam', 'antrian', 'mohon', 'untuk', 'menunggu', 'interaks', 'cojociebnbup'];aiemalia duhh udah nungguin ya kak ai arel cek dm kakak sudah masuk dalam antrian mohon untuk menunggu interaks cojociebnbup;aiemalia duhh udah nungguin ya kak ai arel cek dm kakak sudah masuk dalam antrian mohon untuk menunggu interaks cojociebnbup;aiemalia duhh udah nungguin kak ai arel cek dm kakak masuk antri mohon tunggu interaks cojociebnbup
55;55;55;@joshuahendii Hai, Kak Joshua. Arel ikut sedih atas kendala yang dialami. Mengenai kendala paket Disney+ Hotstar, kâ€¦ https://t.co/rysjN8HUZ7;joshuahendii hai kak joshua arel ikut sedih atas kendala yang dialami mengenai kendala paket disney hotstar corysjnhuz;['joshuahendii', 'hai', 'kak', 'joshua', 'arel', 'ikut', 'sedih', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'kendala', 'paket', 'disney', 'hotstar', 'corysjnhuz'];['joshuahendii', 'hai', 'kak', 'joshua', 'arel', 'ikut', 'sedih', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'kendala', 'paket', 'disney', 'hotstar', 'corysjnhuz'];joshuahendii hai kak joshua arel ikut sedih atas kendala yang dialami mengenai kendala paket disney hotstar corysjnhuz;joshuahendii hai kak joshua arel ikut sedih atas kendala yang dialami mengenai kendala paket disney hotstar corysjnhuz;joshuahendii hai joshua arel ikut sedih atas kendala alami kena kendala paket disney hotstar corysjnhuz
56;56;56;@lestyasaridevi Untuk pengecekan lebih lanjut, yuk infoin nomor hp, tanggal dan nominal pengisian ke DM agar privasâ€¦ https://t.co/ho4Um9d6L5;lestyasaridevi untuk pengecekan lebih lanjut yuk infoin nomor hp tanggal dan nominal pengisian ke dm agar privas cohoumdl;['lestyasaridevi', 'untuk', 'pengecekan', 'lebih', 'lanjut', 'yuk', 'infoin', 'nomor', 'hp', 'tanggal', 'dan', 'nominal', 'pengisian', 'ke', 'dm', 'agar', 'privas', 'cohoumdl'];['lestyasaridevi', 'untuk', 'pengecekan', 'lebih', 'lanjut', 'yuk', 'infoin', 'nomor', 'hp', 'tanggal', 'dan', 'nominal', 'pengisian', 'ke', 'dm', 'agar', 'privas', 'cohoumdl'];lestyasaridevi untuk pengecekan lebih lanjut yuk infoin nomor hp tanggal dan nominal pengisian ke dm agar privas cohoumdl;lestyasaridevi untuk pengecekan lebih lanjut yuk infoin nomor hp tanggal dan nominal pengisian ke dm agar privas cohoumdl;lestyasaridevi kece lebih lanjut yuk infoin nomor hp tanggal nominal isi dm privas cohoumdl
57;57;57;@lestyasaridevi Hai, Kak Lestyasari. Maaf ya untuk keluhan masa aktif ga bertambah. Kami infoin, saat ini Telkomselâ€¦ https://t.co/GXjWkeoEz5;lestyasaridevi hai kak lestyasari maaf ya untuk keluhan masa aktif ga bertambah kami infoin saat ini telkomsel co;['lestyasaridevi', 'hai', 'kak', 'lestyasari', 'maaf', 'ya', 'untuk', 'keluhan', 'masa', 'aktif', 'ga', 'bertambah', 'kami', 'infoin', 'saat', 'ini', 'telkomsel', 'co'];['lestyasaridevi', 'hai', 'kak', 'lestyasari', 'maaf', 'ya', 'untuk', 'keluhan', 'masa', 'aktif', 'ga', 'bertambah', 'kami', 'infoin', 'saat', 'ini', 'telkomsel', 'co'];lestyasaridevi hai kak lestyasari maaf ya untuk keluhan masa aktif ga bertambah kami infoin saat ini telkomsel co;lestyasaridevi hai kak lestyasari maaf ya untuk keluhan masa aktif ga bertambah kami infoin saat ini telkomsel co;lestyasaridevi hai lestyasari maaf untuk keluh masa aktif ga tambah infoin ini telkomsel co
58;58;58;@kkya25 Hai, Kak Kiky. Buah manggis, buah pepaya. Sabar ya manis, Arel lagi cek satu-satu DMnya. Mohon ditungguðŸ˜‰ -Arel;kkya hai kak kiky buah manggis buah pepaya sabar ya manis arel lagi cek satu satu dmnya mohon ditunggu arel;['kkya', 'hai', 'kak', 'kiky', 'buah', 'manggis', 'buah', 'pepaya', 'sabar', 'ya', 'manis', 'arel', 'lagi', 'cek', 'satu', 'satu', 'dmnya', 'mohon', 'ditunggu', 'arel'];['kkya', 'hai', 'kak', 'kiky', 'buah', 'manggis', 'buah', 'pepaya', 'sabar', 'ya', 'manis', 'arel', 'lagi', 'cek', 'satu', 'satu', 'dmnya', 'mohon', 'ditunggu', 'arel'];kkya hai kak kiky buah manggis buah pepaya sabar ya manis arel lagi cek satu satu dmnya mohon ditunggu arel;kkya hai kak kiky buah manggis buah pepaya sabar ya manis arel lagi cek satu satu dmnya mohon ditunggu arel;kkya hai kiky buah manggis buah pepaya sabar manis arel cek satu satu dmnya mohon tunggu arel
59;59;59;@keyopie Hai, Kak Jae. Untuk buat kartu dengan nomor yang sama belum bisa Kami bantu ya, silakan Kakak melakukan peâ€¦ https://t.co/NaE4vmLeV8;keyopie hai kak jae untuk buat kartu dengan nomor yang sama belum bisa kami bantu ya silakan kakak melakukan pe conaevmlev;['keyopie', 'hai', 'kak', 'jae', 'untuk', 'buat', 'kartu', 'dengan', 'nomor', 'yang', 'sama', 'belum', 'bisa', 'kami', 'bantu', 'ya', 'silakan', 'kakak', 'melakukan', 'pe', 'conaevmlev'];['keyopie', 'hai', 'kak', 'jae', 'untuk', 'buat', 'kartu', 'dengan', 'nomor', 'yang', 'sama', 'belum', 'bisa', 'kami', 'bantu', 'ya', 'silakan', 'kakak', 'melakukan', 'pe', 'conaevmlev'];keyopie hai kak jae untuk buat kartu dengan nomor yang sama belum bisa kami bantu ya silakan kakak melakukan pe conaevmlev;keyopie hai kak jae untuk buat kartu dengan nomor yang sama belum bisa kami bantu ya silakan kakak melakukan pe conaevmlev;keyopie hai jae buat kartu nomor sama bisa bantu sila kakak laku pe conaevmlev
60;60;60;@heavyrailn Baik, Kak. Mohon berkenan menunggu interaksi selanjutnya di DM ya Kak. Terima kasihðŸ˜Š-Dofi;heavyrailn baik kak mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;['heavyrailn', 'baik', 'kak', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];['heavyrailn', 'baik', 'kak', 'mohon', 'berkenan', 'menunggu', 'interaksi', 'selanjutnya', 'di', 'dm', 'ya', 'kak', 'terima', 'kasih', 'dofi'];heavyrailn baik kak mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;heavyrailn baik kak mohon berkenan menunggu interaksi selanjutnya di dm ya kak terima kasih dofi;heavyrailn baik mohon kenan tunggu interaksi lanjut dm kak terima kasih dofi
61;61;61;@heavyrailn Hai, Kak. Pasti jadi ga nyaman ya Kak :(. Untuk kendala lemah, yuk infoin nomor hp dan lokasi (Kelurahaâ€¦ https://t.co/VqXSRI0OcV;heavyrailn hai kak pasti jadi ga nyaman ya kak untuk kendala lemah yuk infoin nomor hp dan lokasi keluraha covq;['heavyrailn', 'hai', 'kak', 'pasti', 'jadi', 'ga', 'nyaman', 'ya', 'kak', 'untuk', 'kendala', 'lemah', 'yuk', 'infoin', 'nomor', 'hp', 'dan', 'lokasi', 'keluraha', 'covq'];['heavyrailn', 'hai', 'kak', 'pasti', 'jadi', 'ga', 'nyaman', 'ya', 'kak', 'untuk', 'kendala', 'lemah', 'yuk', 'infoin', 'nomor', 'hp', 'dan', 'lokasi', 'keluraha', 'covq'];heavyrailn hai kak pasti jadi ga nyaman ya kak untuk kendala lemah yuk infoin nomor hp dan lokasi keluraha covq;heavyrailn hai kak pasti jadi ga nyaman ya kak untuk kendala lemah yuk infoin nomor hp dan lokasi keluraha covq;heavyrailn hai pasti jadi ga nyaman kak kendala lemah yuk infoin nomor hp lokasi keluraha covq
62;62;62;@Astrobo0y Baik, Kak Irfan. Pak lurah namanya adam. Gea segera meluncur ke DM. Mohon berkenan menunggu ya kak. Makasih ðŸ˜Š-Gea;astroboy baik kak irfan pak lurah namanya adam gea segera meluncur ke dm mohon berkenan menunggu ya kak makasih gea;['astroboy', 'baik', 'kak', 'irfan', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'mohon', 'berkenan', 'menunggu', 'ya', 'kak', 'makasih', 'gea'];['astroboy', 'baik', 'kak', 'irfan', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'mohon', 'berkenan', 'menunggu', 'ya', 'kak', 'makasih', 'gea'];astroboy baik kak irfan pak lurah namanya adam gea segera meluncur ke dm mohon berkenan menunggu ya kak makasih gea;astroboy baik kak irfan pak lurah namanya adam gea segera meluncur ke dm mohon berkenan menunggu ya kak makasih gea;astroboy baik irfan pak lurah nama adam gea segera luncur dm mohon kenan tunggu kak makasih gea
63;63;63;@Astrobo0y Halo, Kak Irfan. Mengenai informasi paket yang include dengan Disney+Hotstar, yuk infokan nomor Hp ke DMâ€¦ https://t.co/bJ7O3wWmWZ;astroboy halo kak irfan mengenai informasi paket yang include dengan disneyhotstar yuk infokan nomor hp ke dm cobjowwmwz;['astroboy', 'halo', 'kak', 'irfan', 'mengenai', 'informasi', 'paket', 'yang', 'include', 'dengan', 'disneyhotstar', 'yuk', 'infokan', 'nomor', 'hp', 'ke', 'dm', 'cobjowwmwz'];['astroboy', 'halo', 'kak', 'irfan', 'mengenai', 'informasi', 'paket', 'yang', 'include', 'dengan', 'disneyhotstar', 'yuk', 'infokan', 'nomor', 'hp', 'ke', 'dm', 'cobjowwmwz'];astroboy halo kak irfan mengenai informasi paket yang include dengan disneyhotstar yuk infokan nomor hp ke dm cobjowwmwz;astroboy halo kak irfan mengenai informasi paket yang include dengan disneyhotstar yuk infokan nomor hp ke dm cobjowwmwz;astroboy halo irfan kena informasi paket include disneyhotstar yuk info nomor hp dm cobjowwmwz
64;64;64;@ranyademure Hai, Kak Rania. Pasti udah ga sabar buat nikmatin paket Surprise Deal ya Kak? xixi, staytuned ya. Terima kasihðŸ˜Š-Dofi;ranyademure hai kak rania pasti udah ga sabar buat nikmatin paket surprise deal ya kak staytuned ya terima kasih dofi;['ranyademure', 'hai', 'kak', 'rania', 'pasti', 'udah', 'ga', 'sabar', 'buat', 'nikmatin', 'paket', 'surprise', 'deal', 'ya', 'kak', 'staytuned', 'ya', 'terima', 'kasih', 'dofi'];['ranyademure', 'hai', 'kak', 'rania', 'pasti', 'udah', 'ga', 'sabar', 'buat', 'nikmatin', 'paket', 'surprise', 'deal', 'ya', 'kak', 'staytuned', 'ya', 'terima', 'kasih', 'dofi'];ranyademure hai kak rania pasti udah ga sabar buat nikmatin paket surprise deal ya kak staytuned ya terima kasih dofi;ranyademure hai kak rania pasti udah ga sabar buat nikmatin paket surprise deal ya kak staytuned ya terima kasih dofi;ranyademure hai rania udah ga sabar buat nikmatin paket surprise deal kak staytuned terima kasih dofi
65;65;65;@inokiciw__ Hai, kak Ino. Maaf ya. Mengenai kendala tidak bisa gift paket, yuk infokan No.Hp, No. penerima, Tgl kejâ€¦ https://t.co/ljNKG0NE6S;inokiciw__ hai kak ino maaf ya mengenai kendala tidak bisa gift paket yuk infokan no hp no penerima tgl kej coljnkgnes;['inokiciw__', 'hai', 'kak', 'ino', 'maaf', 'ya', 'mengenai', 'kendala', 'tidak', 'bisa', 'gift', 'paket', 'yuk', 'infokan', 'no', 'hp', 'no', 'penerima', 'tgl', 'kej', 'coljnkgnes'];['inokiciw__', 'hai', 'kak', 'ino', 'maaf', 'ya', 'mengenai', 'kendala', 'tidak', 'bisa', 'gift', 'paket', 'yuk', 'infokan', 'no', 'hp', 'no', 'penerima', 'tgl', 'kej', 'coljnkgnes'];inokiciw__ hai kak ino maaf ya mengenai kendala tidak bisa gift paket yuk infokan no hp no penerima tgl kej coljnkgnes;inokiciw__ hai kak ino maaf ya mengenai kendala tidak bisa gift paket yuk infokan no hp no penerima tgl kej coljnkgnes;inokiciw hai ino maaf kena kendala bisa gift paket yuk info no hp no terima tgl kej coljnkgnes
66;66;66;@ArumTijo Pagi, Kak Arum. maaf banget ya. Mengenai kendala akses internet lambat. Mimin bantu ya, yuk infokan No.Hpâ€¦ https://t.co/iijtXYpjTv;arumtijo pagi kak arum maaf banget ya mengenai kendala akses internet lambat mimin bantu ya yuk infokan no hp coiijt;['arumtijo', 'pagi', 'kak', 'arum', 'maaf', 'banget', 'ya', 'mengenai', 'kendala', 'akses', 'internet', 'lambat', 'mimin', 'bantu', 'ya', 'yuk', 'infokan', 'no', 'hp', 'coiijt'];['arumtijo', 'pagi', 'kak', 'arum', 'maaf', 'banget', 'ya', 'mengenai', 'kendala', 'akses', 'internet', 'lambat', 'mimin', 'bantu', 'ya', 'yuk', 'infokan', 'no', 'hp', 'coiijt'];arumtijo pagi kak arum maaf banget ya mengenai kendala akses internet lambat mimin bantu ya yuk infokan no hp coiijt;arumtijo pagi kak arum maaf banget ya mengenai kendala akses internet lambat mimin bantu ya yuk infokan no hp coiijt;arumtijo pagi arum maaf banget kena kendala akses internet lambat mimin bantu yuk info no hp coiijt
67;67;67;@mahmudah_29 Baik, Kak Eka. meraih pohon dengan dagu, Mohon berkenan menunggu. MakasihðŸ˜Š-Gea;mahmudah_ baik kak eka meraih pohon dengan dagu mohon berkenan menunggu makasih gea;['mahmudah_', 'baik', 'kak', 'eka', 'meraih', 'pohon', 'dengan', 'dagu', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];['mahmudah_', 'baik', 'kak', 'eka', 'meraih', 'pohon', 'dengan', 'dagu', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];mahmudah_ baik kak eka meraih pohon dengan dagu mohon berkenan menunggu makasih gea;mahmudah_ baik kak eka meraih pohon dengan dagu mohon berkenan menunggu makasih gea;mahmudah baik eka raih pohon dagu mohon kenan tunggu makasih gea
68;68;68;@surishanza Baik, Kak Shanza. Gea segera meluncur ke DM ya. Mohon berkenan menunggu. Makasih ðŸ˜Š-Gea;surishanza baik kak shanza gea segera meluncur ke dm ya mohon berkenan menunggu makasih gea;['surishanza', 'baik', 'kak', 'shanza', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'ya', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];['surishanza', 'baik', 'kak', 'shanza', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'ya', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];surishanza baik kak shanza gea segera meluncur ke dm ya mohon berkenan menunggu makasih gea;surishanza baik kak shanza gea segera meluncur ke dm ya mohon berkenan menunggu makasih gea;surishanza baik shanza gea segera luncur dm mohon kenan tunggu makasih gea
69;69;69;@mahmudah_29 Baik, Kak. Pak lurah namanya adam. Gea segera meluncur ke DM. Makasih ðŸ˜Š-Gea;mahmudah_ baik kak pak lurah namanya adam gea segera meluncur ke dm makasih gea;['mahmudah_', 'baik', 'kak', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'makasih', 'gea'];['mahmudah_', 'baik', 'kak', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'makasih', 'gea'];mahmudah_ baik kak pak lurah namanya adam gea segera meluncur ke dm makasih gea;mahmudah_ baik kak pak lurah namanya adam gea segera meluncur ke dm makasih gea;mahmudah baik pak lurah nama adam gea segera luncur dm makasih gea
70;70;70;@pejuangkhilaf Maaf ya Kak. Ary sarankan untuk aktivasi paket yang tersedia ya Kak. Makasih ðŸ˜Š -Ary;pejuangkhilaf maaf ya kak ary sarankan untuk aktivasi paket yang tersedia ya kak makasih ary;['pejuangkhilaf', 'maaf', 'ya', 'kak', 'ary', 'sarankan', 'untuk', 'aktivasi', 'paket', 'yang', 'tersedia', 'ya', 'kak', 'makasih', 'ary'];['pejuangkhilaf', 'maaf', 'ya', 'kak', 'ary', 'sarankan', 'untuk', 'aktivasi', 'paket', 'yang', 'tersedia', 'ya', 'kak', 'makasih', 'ary'];pejuangkhilaf maaf ya kak ary sarankan untuk aktivasi paket yang tersedia ya kak makasih ary;pejuangkhilaf maaf ya kak ary sarankan untuk aktivasi paket yang tersedia ya kak makasih ary;pejuangkhilaf maaf kak ary saran aktivasi paket sedia kak makasih ary
71;71;71;@mahmudah_29 Pagi, Kak Eka. Mengenai informasi paket yg include dengan Disney+, yuk interaksinya dilanjut ke DM agaâ€¦ https://t.co/OXZg2WzkZD;mahmudah_ pagi kak eka mengenai informasi paket yg include dengan disney yuk interaksinya dilanjut ke dm aga co;['mahmudah_', 'pagi', 'kak', 'eka', 'mengenai', 'informasi', 'paket', 'yg', 'include', 'dengan', 'disney', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'aga', 'co'];['mahmudah_', 'pagi', 'kak', 'eka', 'mengenai', 'informasi', 'paket', 'yg', 'include', 'dengan', 'disney', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'aga', 'co'];mahmudah_ pagi kak eka mengenai informasi paket yg include dengan disney yuk interaksinya dilanjut ke dm aga co;mahmudah_ pagi kak eka mengenai informasi paket yg include dengan disney yuk interaksinya dilanjut ke dm aga co;mahmudah pagi eka kena informasi paket include disney yuk interaksi lanjut dm aga co
72;72;72;@pejuangkhilaf Baik, Kak. Maaf jadi ga nyaman. Jika kendalanya belum dapat terselesaikan, yuk kita lanjutin tek tokâ€¦ https://t.co/I3kEzLkCRr;pejuangkhilaf baik kak maaf jadi ga nyaman jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tok coikezlkcrr;['pejuangkhilaf', 'baik', 'kak', 'maaf', 'jadi', 'ga', 'nyaman', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tok', 'coikezlkcrr'];['pejuangkhilaf', 'baik', 'kak', 'maaf', 'jadi', 'ga', 'nyaman', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tok', 'coikezlkcrr'];pejuangkhilaf baik kak maaf jadi ga nyaman jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tok coikezlkcrr;pejuangkhilaf baik kak maaf jadi ga nyaman jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tok coikezlkcrr;pejuangkhilaf baik maaf jadi ga nyaman kendala dapat selesai yuk lanjutin tek tok coikezlkcrr
73;73;73;@TemannyaRobin  Baik, Kak Jorgi. Jika kendalanya belum dapat terselesaikan, yuk kita lanjutin tek tokannya di DM, Gâ€¦ https://t.co/c0gcimoYiy;temannyarobin baik kak jorgi jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tokannya di dm cocgcimoyiy;['temannyarobin', 'baik', 'kak', 'jorgi', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tokannya', 'di', 'dm', 'cocgcimoyiy'];['temannyarobin', 'baik', 'kak', 'jorgi', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tokannya', 'di', 'dm', 'cocgcimoyiy'];temannyarobin baik kak jorgi jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tokannya di dm cocgcimoyiy;temannyarobin baik kak jorgi jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tokannya di dm cocgcimoyiy;temannyarobin baik jorgi kendala dapat selesai yuk lanjutin tek tok dm cocgcimoyiy
